Party,Statistic,Type,Coeff,pval_coeff,r2,Lilliefors,Durbin-Watson,Linearity,Heteroscedasticity,Model_score
VijftigPlus,AfstandTotSchoolVmbo_218,votes_log,-0.0092,0.0268,0.0018,0.0,0.9328,0.2158861569460397,0.4344251336134344,3
D66,AantalScholenVmboBinnen5Km_219,votes,0.0049,0.0,0.0788,0.0,0.7361,4.012978019766372e-07,4.8604625545991754e-24,2
PVV,AantalScholenVmboBinnen5Km_219,votes,-0.0013,0.0001,0.0038,0.0,0.6647,0.3614035125442473,0.7058380955366403,3
CDA,AantalScholenVmboBinnen5Km_219,votes_div,0.6745,0.0,0.234,0.0,1.1833,0.45785924990908966,2.3791692165068172e-63,3
SP,AantalScholenVmboBinnen5Km_219,votes_sqrt,-0.0016,0.0004,0.0031,0.4434,0.7731,0.31914387816303696,0.34237403810901645,4
PvdA,AantalScholenVmboBinnen5Km_219,votes_div,-0.2259,0.0096,0.0012,0.0,1.7716,0.49904725695230945,0.6367519735493982,4
Groenlinks,AantalScholenVmboBinnen5Km_219,votes_div,-2.0879,0.0008,0.0022,0.0,1.9432,0.6421064259092517,0.7897925493254564,4
FvD,AantalScholenVmboBinnen5Km_219,votes,0.0021,0.0008,0.0102,0.0,0.3486,0.009840318821272679,0.32524508948639186,2
PvdD,AantalScholenVmboBinnen5Km_219,votes,0.0015,0.0,0.1098,0.0,0.7329,0.06858477117915393,8.644872018835484e-09,3
CU,AantalScholenVmboBinnen5Km_219,votes_square,-0.0006,0.0,0.012,0.0,1.645,0.6878306114532827,0.0034532055256998955,3
SGP,AantalScholenVmboBinnen5Km_219,votes,-0.004,0.0,0.0201,0.0,1.4773,0.11002016034006327,2.068684543771099e-11,2
DENK,AantalScholenVmboBinnen5Km_219,votes,0.0022,0.0,0.3001,0.0,1.7232,0.2975557350384167,2.4117915276878115e-23,4
VijftigPlus,AantalScholenVmboBinnen5Km_219,votes_square,-0.0,0.2613,0.0005,0.0,1.6742,0.5780768940331342,0.3267003342178487,3
D66,AfstandTotSchoolHavoVwo_220,votes_div,1.252,0.0,0.0116,0.0,1.2029,1.1217008689460997e-14,0.3254254181883678,2
PVV,AfstandTotSchoolHavoVwo_220,votes,-0.0009,0.0001,0.0038,0.0,0.6612,0.014470629640723714,0.112148746326249,2
CDA,AfstandTotSchoolHavoVwo_220,votes,0.0035,0.0,0.0216,0.0,1.0539,1.4996455579081678e-64,1.2811903515439209e-17,1
SP,AfstandTotSchoolHavoVwo_220,votes_sqrt,-0.0013,0.0001,0.0039,0.3207,0.7397,0.7466807571998758,0.5650909834703828,4
PvdA,AfstandTotSchoolHavoVwo_220,votes_div,0.153,0.0086,0.0012,0.0,1.767,0.00014788921094220528,0.0007690462675983723,2
Groenlinks,AfstandTotSchoolHavoVwo_220,votes_div,1.0602,0.0153,0.0011,0.0,1.9401,0.01787118889425857,0.8372132585587181,3
FvD,AfstandTotSchoolHavoVwo_220,votes,-0.0,0.9208,0.0,0.0,0.3066,0.6064828447023954,0.19881296036354995,2
PvdD,AfstandTotSchoolHavoVwo_220,votes,-0.0002,0.0002,0.0032,0.0,0.7582,9.945708850496287e-38,4.510326573449909e-05,1
CU,AfstandTotSchoolHavoVwo_220,votes_square,0.0,0.6275,0.0001,0.0,1.6646,0.0002709057227401293,0.15063285409385474,2
SGP,AfstandTotSchoolHavoVwo_220,votes_square,0.0011,0.0,0.0361,0.0,1.7321,6.3521751284087105e-15,5.2431776012747423e-17,2
DENK,AfstandTotSchoolHavoVwo_220,votes_sqrt,-0.0056,0.0,0.1866,0.0,1.6442,1.9522847720034822e-35,0.30224055576360764,4
VijftigPlus,AfstandTotSchoolHavoVwo_220,votes_square,-0.0,0.034,0.0017,0.0,1.6721,0.6050123761498923,0.42502315996376694,4
D66,AantalScholenHavoVwoBinnen5Km_221,votes_square,0.0017,0.0,0.1273,0.0,1.0242,0.4522466841806486,8.032439260643028e-33,3
PVV,AantalScholenHavoVwoBinnen5Km_221,votes,-0.0014,0.0013,0.0025,0.0,0.6583,0.0058645151017603404,0.2930364196606219,2
CDA,AantalScholenHavoVwoBinnen5Km_221,votes_log,-0.106,0.0,0.1785,0.0001,1.0199,2.294431246686629e-06,0.16864922890714937,3
SP,AantalScholenHavoVwoBinnen5Km_221,votes_sqrt,-0.0011,0.0658,0.0008,0.6219,0.7582,0.028450585625941684,0.44690046705776276,2
PvdA,AantalScholenHavoVwoBinnen5Km_221,votes_div,-0.4654,0.0001,0.0027,0.0,1.7707,0.08563856315294167,0.07254909044251637,4
Groenlinks,AantalScholenHavoVwoBinnen5Km_221,votes_div,-3.4228,0.0,0.0032,0.0,1.9426,0.06614203521742598,0.5548822833923621,4
FvD,AantalScholenHavoVwoBinnen5Km_221,votes,-0.0007,0.3895,0.0007,0.0,0.3005,0.22724125416314642,0.08470125504601465,2
PvdD,AantalScholenHavoVwoBinnen5Km_221,votes,0.002,0.0,0.1009,0.0,0.7055,0.3636953875600545,3.7011839676520976e-07,3
CU,AantalScholenHavoVwoBinnen5Km_221,votes_square,-0.0008,0.0,0.014,0.0,1.6443,0.09605989273140345,0.006317970358760146,3
SGP,AantalScholenHavoVwoBinnen5Km_221,votes_square,-0.0018,0.0,0.0259,0.0,1.7441,1.41845425609812e-07,3.286131579722531e-06,2
DENK,AantalScholenHavoVwoBinnen5Km_221,votes,0.0031,0.0,0.3061,0.0,1.7412,0.14637032386695845,3.001939941943336e-24,4
VijftigPlus,AantalScholenHavoVwoBinnen5Km_221,votes_square,-0.0,0.054,0.0014,0.0,1.676,0.1881287482151573,0.4341069858165856,3
D66,AfstandTotGroteSupermarkt_222,votes_div,2.8284,0.0018,0.0022,0.0,1.8521,0.5611917889731204,0.009792058854299342,3
PVV,AfstandTotGroteSupermarkt_222,votes_div,0.8493,0.0189,0.0015,0.0,0.5344,0.1493920173092319,0.06475202943982132,3
CDA,AfstandTotGroteSupermarkt_222,votes,0.0764,0.0,0.1381,0.0,1.335,2.924899340928385e-54,6.856231490221742e-41,2
SP,AfstandTotGroteSupermarkt_222,votes_sqrt,0.0057,0.1182,0.0008,0.0761,0.8084,0.7745378391667316,0.6488389593601455,3
PvdA,AfstandTotGroteSupermarkt_222,votes_div,-1.7442,0.0192,0.0012,0.0,1.7794,0.6553033519006984,0.014637027871086313,3
Groenlinks,AfstandTotGroteSupermarkt_222,votes_div,-1.3239,0.6338,0.0001,0.0,1.8382,0.8010540128314185,0.10750828106231079,3
FvD,AfstandTotGroteSupermarkt_222,votes_log,-0.1607,0.0402,0.0038,0.0,0.1069,0.35403334361599337,0.07318300017056306,3
PvdD,AfstandTotGroteSupermarkt_222,votes_log,-0.1854,0.0,0.0174,0.0,0.6695,4.5429351437649145e-21,0.18843082489941385,2
CU,AfstandTotGroteSupermarkt_222,votes_square,0.0034,0.0,0.0116,0.0,1.6491,0.015900234527592132,0.24843336594246238,3
SGP,AfstandTotGroteSupermarkt_222,votes,-0.0099,0.0298,0.0024,0.0,1.5589,0.10467828100688267,0.07565599063345763,4
DENK,AfstandTotGroteSupermarkt_222,votes,-0.0135,0.0,0.1715,0.0,1.6475,3.369468412126665e-22,2.576807112928722e-13,3
VijftigPlus,AfstandTotGroteSupermarkt_222,votes,-0.0027,0.0021,0.0035,0.0,1.1466,0.05132083024637617,0.880053992205887,3
D66,AantalGroteSupermarktenBinnen3Km_223,votes_div,-0.5487,0.0,0.0111,0.0,1.857,0.25297226220435276,0.8483968598205922,4
PVV,AantalGroteSupermarktenBinnen3Km_223,votes_div,0.1274,0.0001,0.0043,0.0,0.5368,0.010391821373836497,0.00036046893066608794,1
CDA,AantalGroteSupermarktenBinnen3Km_223,votes_log,-0.0554,0.0,0.2532,0.0587,1.2741,9.068123009530464e-06,5.80713458982734e-08,3
SP,AantalGroteSupermarktenBinnen3Km_223,votes_div,-0.0342,0.5716,0.0001,0.0,1.1126,0.5872846020501992,0.9435351509915896,2
PvdA,AantalGroteSupermarktenBinnen3Km_223,votes,0.0011,0.0,0.0047,0.0,0.6392,0.06739436037219369,0.7000535553519669,3
Groenlinks,AantalGroteSupermarktenBinnen3Km_223,votes_div,-0.9759,0.0001,0.0039,0.0,1.8466,0.9380492552327011,0.9000065454675946,4
FvD,AantalGroteSupermarktenBinnen3Km_223,votes,0.0002,0.5748,0.0003,0.0,0.3096,0.006981847153936122,0.6606086392824455,1
PvdD,AantalGroteSupermarktenBinnen3Km_223,votes_sqrt,0.0026,0.0,0.0825,0.0,0.6806,0.40086392039039864,0.89524461297711,4
CU,AantalGroteSupermarktenBinnen3Km_223,votes_square,-0.0003,0.0,0.0141,0.0,1.6245,0.34073712117485566,0.004132898597574564,3
SGP,AantalGroteSupermarktenBinnen3Km_223,votes,-0.0032,0.0,0.0298,0.0,1.5083,0.007299461401845739,2.1840486444518644e-08,2
DENK,AantalGroteSupermarktenBinnen3Km_223,votes,0.0017,0.0,0.4429,0.0,1.7578,0.013679684309143368,1.5006219680088556e-24,3
VijftigPlus,AantalGroteSupermarktenBinnen3Km_223,votes_square,-0.0,0.9164,0.0,0.0,1.6741,0.008628814252593216,0.5133482443344919,2
D66,AfstandTotRestaurant_224,votes_sqrt,-0.0719,0.0,0.1217,0.0,1.0772,2.0789070061057947e-22,0.08032501880071634,3
PVV,AfstandTotRestaurant_224,votes_log,-0.0569,0.024,0.0014,0.0,0.5372,0.05322548320810815,1.589703117776439e-07,2
CDA,AfstandTotRestaurant_224,votes_log,0.357,0.0,0.0765,0.4814,1.317,3.324744670737024e-39,0.2718315019101692,4
SP,AfstandTotRestaurant_224,votes_sqrt,0.0055,0.1577,0.0006,0.0553,0.8062,6.961647494148361e-05,0.3609781589498616,2
PvdA,AfstandTotRestaurant_224,votes_div,2.6068,0.0009,0.0024,0.0,1.7804,0.05838404371236185,0.001351767301795487,3
Groenlinks,AfstandTotRestaurant_224,votes,-0.0257,0.0,0.0607,0.0,1.1736,6.683008120282474e-16,1.7535991054721448e-15,2
FvD,AfstandTotRestaurant_224,votes,-0.0129,0.0211,0.0048,0.0,0.3203,0.15760811257389554,0.36318522154773836,3
PvdD,AfstandTotRestaurant_224,votes_sqrt,-0.0274,0.0,0.0604,0.0,0.6847,2.3230032173665947e-20,0.644609917060663,3
CU,AfstandTotRestaurant_224,votes_div,-26.0236,0.0,0.022,0.0,1.0502,0.5139262001411175,0.06041448576486444,3
SGP,AfstandTotRestaurant_224,votes_square,0.0149,0.0,0.0575,0.0,1.7641,0.1492802593330242,3.7038845430407e-12,4
DENK,AfstandTotRestaurant_224,votes,-0.0115,0.0,0.098,0.0,1.5937,1.5967935147221103e-08,7.114030268685271e-11,3
VijftigPlus,AfstandTotRestaurant_224,votes_square,-0.0005,0.0004,0.0047,0.0,1.6746,0.49697301146248773,0.43243737879904387,4
D66,AantalRestaurantsBinnen3Km_225,votes_div,-0.0798,0.0,0.0125,0.0,1.8538,4.763087077142384e-09,0.40157106021823374,3
PVV,AantalRestaurantsBinnen3Km_225,votes,-0.0001,0.0,0.0052,0.0,0.7376,0.8582619651286822,0.6519985343765645,3
CDA,AantalRestaurantsBinnen3Km_225,votes,-0.0009,0.0,0.1124,0.0,1.387,2.194546880801686e-64,0.25522237391027097,3
SP,AantalRestaurantsBinnen3Km_225,votes,-0.0001,0.0135,0.002,0.0,0.9235,0.30130846082025475,0.003114274719625874,2
PvdA,AantalRestaurantsBinnen3Km_225,votes_div,-0.0231,0.0122,0.0014,0.0,1.7858,0.19933998225051938,0.4539284104538598,4
Groenlinks,AantalRestaurantsBinnen3Km_225,votes_div,-0.1514,0.0,0.005,0.0,1.8456,0.0004430956384477435,0.6545120119522934,3
FvD,AantalRestaurantsBinnen3Km_225,votes,-0.0001,0.3026,0.001,0.0,0.2999,0.27345297839162114,0.06796689397334035,2
PvdD,AantalRestaurantsBinnen3Km_225,votes_log,0.0039,0.0,0.0606,0.0,0.6656,2.670609825489115e-25,0.15842192300182809,3
CU,AantalRestaurantsBinnen3Km_225,votes_log,-0.0029,0.0,0.0072,0.0,1.0996,0.1024658285468947,5.023769457098938e-18,2
SGP,AantalRestaurantsBinnen3Km_225,votes,-0.0004,0.0,0.0254,0.0,1.5206,7.94901692199496e-09,8.252469002950186e-05,2
DENK,AantalRestaurantsBinnen3Km_225,votes,0.0002,0.0,0.277,0.0,1.6963,5.535705091047835e-19,3.723626457777904e-15,3
VijftigPlus,AantalRestaurantsBinnen3Km_225,votes_square,-0.0,0.1025,0.001,0.0,1.6741,0.6228650850483473,0.5004472404801842,3
D66,AfstandTotBibliotheek_226,votes_div,0.9867,0.0679,0.0008,0.0,1.1741,0.3756394466360895,0.47185541460263536,2
PVV,AfstandTotBibliotheek_226,votes,-0.0018,0.0144,0.0018,0.0,0.6253,0.34742895363947757,0.012291246028764606,2
CDA,AfstandTotBibliotheek_226,votes,0.0062,0.0,0.0084,0.0,1.0012,0.0021557041087855917,0.995065740242441,2
SP,AfstandTotBibliotheek_226,votes,-0.0027,0.0001,0.0046,0.0,0.8059,0.05903937983214944,5.820765293703194e-05,2
PvdA,AfstandTotBibliotheek_226,votes_div,-0.2476,0.2117,0.0003,0.0,1.7771,0.6222714289699118,0.31135444270523477,3
Groenlinks,AfstandTotBibliotheek_226,votes_div,-1.209,0.4339,0.0001,0.0,1.9423,0.468002228210758,0.5155964017461356,3
FvD,AfstandTotBibliotheek_226,votes,0.0006,0.667,0.0002,0.0,0.3061,0.4612803432132615,0.6732522669429746,2
PvdD,AfstandTotBibliotheek_226,votes_div,-0.4749,0.3153,0.0003,0.0,1.3639,0.4368614523393798,0.2540496429355684,2
CU,AfstandTotBibliotheek_226,votes_square,-0.0003,0.0849,0.0012,0.0,1.6717,0.7610820842020547,0.07027462530127548,3
SGP,AfstandTotBibliotheek_226,votes,0.004,0.0004,0.0062,0.0,1.5555,0.12847902208146,0.4562605606204633,4
DENK,AfstandTotBibliotheek_226,votes,-0.0016,0.0,0.0276,0.0,1.5414,0.006919727115623188,0.0011512842898899083,2
VijftigPlus,AfstandTotBibliotheek_226,votes_square,-0.0,0.4967,0.0002,0.0,1.6943,0.8902879536895075,0.476179662927787,3
D66,AfstandTotBioscoop_227,votes_div,0.8617,0.0,0.0594,0.0,1.8615,0.2159812081659661,1.7252531995790394e-16,4
PVV,AfstandTotBioscoop_227,votes,-0.0003,0.0198,0.0015,0.0,0.7384,0.001140564014735683,6.3615588504965e-07,1
CDA,AfstandTotBioscoop_227,votes_log,0.0199,0.0,0.0743,0.1396,1.3211,2.834013881112351e-57,0.0025213949647286443,3
SP,AfstandTotBioscoop_227,votes,0.0,0.8485,0.0,0.0,0.9155,0.42410289160059955,0.0656436613061453,2
PvdA,AfstandTotBioscoop_227,votes_div,0.3216,0.0,0.0117,0.0,1.7702,0.46933211980402,1.0916949037072585e-12,3
Groenlinks,AfstandTotBioscoop_227,votes_div,1.6715,0.0,0.0247,0.0,1.8419,0.5541986826737143,7.550747518775161e-06,3
FvD,AfstandTotBioscoop_227,votes,-0.0004,0.1389,0.002,0.0,0.3128,0.8678586722326544,0.2257141901316061,2
PvdD,AfstandTotBioscoop_227,votes_square,-0.0,0.0,0.0234,0.0,1.0457,1.1809141010154276e-36,0.21116665073324567,2
CU,AfstandTotBioscoop_227,votes_div,-0.9052,0.0,0.0085,0.0,1.0388,0.3067056293415942,0.5801713518452474,3
SGP,AfstandTotBioscoop_227,votes,0.0026,0.0,0.05,0.0,1.5085,3.5484863819397494e-08,4.661406698839877e-32,3
DENK,AfstandTotBioscoop_227,votes,-0.0006,0.0,0.1005,0.0,1.6204,1.8413904156996432e-14,0.0002561752428149797,3
VijftigPlus,AfstandTotBioscoop_227,votes,-0.0003,0.0,0.0105,0.0,1.1656,0.5112091551621358,0.3267252990656473,3
D66,AantalBioscopenBinnen10Km_228,votes,0.011,0.0,0.2141,0.0,1.0744,4.237242577320656e-28,1.2036440122729035e-43,2
PVV,AantalBioscopenBinnen10Km_228,votes_div,0.4222,0.0,0.0081,0.0,0.5284,0.9968148829637742,4.646991984135859e-06,2
CDA,AantalBioscopenBinnen10Km_228,votes_log,-0.1057,0.0,0.1669,0.472,1.3131,0.05278884309339847,0.09202224771633248,5
SP,AantalBioscopenBinnen10Km_228,votes_sqrt,-0.0033,0.0,0.0065,0.0985,0.826,0.8242759688619218,0.001818389721644196,3
PvdA,AantalBioscopenBinnen10Km_228,votes_div,-0.5075,0.0013,0.0023,0.0,1.7826,0.19188295329528074,0.05093337116698193,4
Groenlinks,AantalBioscopenBinnen10Km_228,votes_square,0.0015,0.0,0.1612,0.0,1.5133,0.05549699423099236,1.114532245382418e-50,4
FvD,AantalBioscopenBinnen10Km_228,votes,0.0005,0.6351,0.0002,0.0,0.3104,0.1089798832901966,0.8058932736551866,2
PvdD,AantalBioscopenBinnen10Km_228,votes_square,0.0002,0.0,0.1,0.0,1.0169,0.145430411015175,3.558291811126458e-15,3
CU,AantalBioscopenBinnen10Km_228,votes,-0.0079,0.0,0.0634,0.0,1.3841,1.5139471805238123e-09,1.9230813028705665e-15,2
SGP,AantalBioscopenBinnen10Km_228,votes,-0.01,0.0,0.0521,0.0,1.523,2.2237313929001167e-07,1.9190332687024376e-15,3
DENK,AantalBioscopenBinnen10Km_228,votes_sqrt,0.0115,0.0,0.16,0.0,1.691,0.2344762620923447,1.023147512060049e-11,4
VijftigPlus,AantalBioscopenBinnen10Km_228,votes_square,-0.0,0.2127,0.0006,0.0,1.6742,0.5594930166821876,0.11471766342164562,3
D66,AfstandTotZwembad_229,votes_div,0.4491,0.0001,0.0036,0.0,1.8507,0.1619245395036713,0.07530327062810904,4
PVV,AfstandTotZwembad_229,votes_square,0.0001,0.357,0.0002,0.0,0.9713,0.0833556632394689,0.8218185772470115,2
CDA,AfstandTotZwembad_229,votes_log,0.0349,0.0,0.0528,0.1601,1.3174,3.0024249752503382e-34,0.00023382594662970329,3
SP,AfstandTotZwembad_229,votes_div,-0.2014,0.0286,0.0016,0.0,1.1184,0.07067121175135255,0.15975674487872044,3
PvdA,AfstandTotZwembad_229,votes_div,-0.2418,0.0094,0.0015,0.0,1.7857,0.5103842909695144,0.08305484623853951,4
Groenlinks,AfstandTotZwembad_229,votes_div,0.0717,0.8373,0.0,0.0,1.8394,0.6732370485395056,0.2868352779601573,3
FvD,AfstandTotZwembad_229,votes_square,-0.0003,0.0388,0.0039,0.0,0.7862,0.2173625074692356,0.3294361053571718,3
PvdD,AfstandTotZwembad_229,votes_div,0.4827,0.0404,0.0012,0.0,1.2305,0.0013626305230418439,0.12128792068113192,2
CU,AfstandTotZwembad_229,votes_square,0.0001,0.365,0.0003,0.0,1.6485,0.107917139704327,0.14799030789026232,3
SGP,AfstandTotZwembad_229,votes_square,0.0004,0.0072,0.0037,0.0,1.7989,0.0301824456792851,0.9437113353801412,3
DENK,AfstandTotZwembad_229,votes_sqrt,-0.0062,0.0,0.1164,0.0,1.6264,1.742496404626374e-15,0.05283484136662258,4
VijftigPlus,AfstandTotZwembad_229,votes_square,-0.0001,0.0024,0.0034,0.0,1.6723,0.174640457347907,0.13199230792248978,4
D66,AfstandTotSportterrein_230,votes_div,11.313,0.025,0.0024,0.0,1.2041,0.7510063522376897,0.640953312418691,3
PVV,AfstandTotSportterrein_230,votes_div,3.2296,0.0,0.013,0.0,0.5955,0.39594599902677197,0.9918521723230699,3
CDA,AfstandTotSportterrein_230,votes,0.034,0.0,0.0079,0.0,0.9342,0.5720069059860311,3.4097793195044825e-05,2
SP,AfstandTotSportterrein_230,votes_div,1.7822,0.0156,0.0031,0.0,1.5533,0.04220268510211028,0.05609741941439899,3
PvdA,AfstandTotSportterrein_230,votes_div,-1.2199,0.177,0.0008,0.0,1.768,0.07256413325214686,0.10178568846699274,3
Groenlinks,AfstandTotSportterrein_230,votes,-0.0179,0.0,0.0183,0.0,0.8996,0.07649775145537437,0.23275657107085418,3
